anvaya,anvayaInfo,canto,english,englishInfo,hindi,hindiInfo,pada,padaInfo,sloka,slokaNo
अन्वयक्रमः -,अतीन्द्रियज्ञाननिधिः सः कृतानतीन् अनुव्रजतः नभः सदः निवर्त्य सादितदैत्यसम्पदः चक्रिणः महेन्द्रालयचारु पदं समासदत् ।,canto1,English Translation- ,"That Nārada, who is the treasure of supersensual knowledge, having sent the Gods, who have followed him while saluting, reached the abode of Śrī Kṛṣṇa, who destroyed the prosperity of demons and whose house was as beautiful as Indra's.",हिन्दीभावार्थ -,अतीन्द्रिय ज्ञान के निधि (अर्थात् सर्वद्रष्टा) वह (नारद) नमस्कार किये हुए तथा पीछे-पीछे आनेवाले (अनुगामी) देवताओं को लौटाकर असुरों की सम्पत्ति को नष्टकरने वाले श्रीकृष्ण के इन्द्रभवन के समान सुन्दर (निवास) स्थान में पहुँचे ।,पदविभागः -,निवर्त्य सः अनुव्रजतः कृतानतीन् अतीन्द्रियज्ञाननिधिः नभः सदः।समासदत् सादितदैत्यसम्पदः पदं महेन्द्रालयचारु चक्रिणः ।।,निवर्त्य सोऽनुव्रजतः कृतानतीनतीन्द्रियज्ञाननिधिर्नभस्सदः । समासदत्सादितदैत्यसम्पदः पदं महेन्द्रालयचारु चक्रिणः ।। ११ ।।,11
अन्वयक्रमः -,पतत्पतङ्गप्रतिमः तपोनिधिः अस्य पुरः भुवि यावत् न व्यलीयत तावत् अच्युतः गिरेः तडित्वान् इव उच्चकैः पीठात् जवेन उदतिष्ठत् ।,canto1,English Translation- ,"No sooner the great sage Nārada, desceneded from the sky on the nearby earth, than Śrī Kṛṣṇa, hastily got up from his seat like a cloud moving away from the mountain.",हिन्दीभावार्थ -,"गिरते हुए सूर्य के समान (तेजस्वी) तपोनिधि (नारद) इनके (श्रीकृष्ण के) सामने भूमि पर अवस्थित हुए नहीं कि तब तक (पैर रक्खा या नहीं कि) श्रीकृष्ण, पर्वत से मेघ की तरह ऊँचे आसन से वेगपूर्वक उठ खड़े हुए ।",पदविभागः -,पतत्पतङ्गप्रतिमः तपोनिधिः पुरः अस्य यावत् न भुवि व्यलीयत । गिरेः तडित्वान् इव तावत् उच्चकैः जवेन पीठात् उदतिष्ठत् अच्युतः ।।,पतत्पतङ्गप्रतिमस्तपोनिधिः पुरोऽस्य यावन्न भुवि व्यलीयत । गिरेस्तडित्वानिव तावदुच्चकैर्जवेन पीठादुदतिष्ठदच्युतः ।। १२ ।।,12
अन्वयक्रमः -,अथ धातुः सुतेन प्रयत्नोन्नमितानमत् फणैः फणिनां गणैः अधः कथञ्चित् धृते भुवः तले अभिदेवकीसुतं चरणौ न्यधायिषाताम् ।,canto1,English Translation- ,"When Śrī Kṛṣṇa, stood up, Nārada reached the earth, which was somehow held by many hoods of the (eight) serpents, he was stooping, as if owing to the weight of the planet, though he was trying to be straight. Thus, having reached, Nārada placed the feet in front of Devakī's son (Śrī Kṛṣṇa).",हिन्दीभावार्थ -,इस (श्रीकृष्ण के अभ्युत्थान करने) के पश्चात् ब्रह्मा के पुत्र (नारद जी) ने प्रयत्नपूर्वक उठाई और (नारद मुनि के चरणों के भार के कारण) झुकती हुई फणों वाले सर्प-समूहों द्वारा नीचे बड़ी कठिनाई से धारण किए गए भूतल पर देवकी-पुत्र (श्रीकृष्ण) के सम्मुख चरणों को रखा ।,पदविभागः -,अथ प्रयत्नोन्नमितानमत् फणैः धृते कथञ्चित् फणिनां गणैः अधः। न्यधायिषाताम् अभिदेवकीसुतं सुतेन धातुः चरणौ भुवः तले ।।,अथ प्रयत्नोन्नमितानमत्फणैर्धृते कथञ्चित्फणिनां गणैरधः। न्यधायिषातामभिदेवकीसुतं सुतेन धातुश्चरणौ भुवस्तले ।। १३ ।।,13
अन्वयक्रमः -,आदिपूरुषः सः अर्घ्यं तम् अर्घ्यादिकया सपर्यया साधु पर्यपूजयत् मनीषिणः अपुण्यकृतां गृहान् प्रणयात् उपैतुम् अभीप्सवः न भवन्ति ।,canto1,English Translation- ,"The prime being Śrī Kṛṣṇa worshipped Nārada well with arghya etc., saints do not affectionately wish to go to the houses of the sinners.",हिन्दीभावार्थ -,आदि पुरुष उन श्रीकृष्ण ने पूज्य नारदजी की अर्घ्य आदि पूजन-सामग्री से यथोक्त विधि से पूजा की । विद्वान् लोग पुण्य कर्म न करने वालों के घर प्रेम से आना नहीं चाहते हैं ।,पदविभागः -,तम् अर्घ्यम् अर्घ्यादिकया आदिपूरुषः सपर्यया साधु सः पर्यपूजयत् । गृहान् उपैतुं प्रणयात् अभीप्सवः भवन्ति न अपुण्यकृतां मनीषिणः ।।,तमर्घ्यमर्घ्यादिकयाऽऽदिपूरुषः सपर्यया साधु स पर्यपूजयत् । गृहानुपैतुं प्रणयादभीप्सवो भवन्ति नापुण्यकृतां मनीषिणः ।। १४ ।।,14
अन्वयक्रमः -,जनः उत्थितौ एतौ तुषाराञ्जनपर्वतौ इव यावत् न उदपश्यत् तावत् चिरन्तनः मुनिः स्वहस्तदत्ते आसने मुनिम् अभिन्यवीविशत् ।,canto1,English Translation- ,"Even before people could have a glance of these two resembling snow and collyrium mountains, Śrī Kṛṣṇa with his own hands offered seat to Nārada.",हिन्दीभावार्थ -,"(वहाँ पर उपस्थित) लोग, खड़े हुए हिम और अञ्जन के पर्वत के समान इन दोनों (नारद और श्रीकृष्ण) को देख ही रहे थे कि पुराण मुनि (श्रीकृष्ण) ने अपने हाथ से दिये हुए आसन पर मुनि (नारद) को बैठाया ।",पदविभागः -,न यावत् एतौ उदपश्यत् उत्थितौ जनः तुषाराञ्जनपर्वतौ इव । स्वहस्तदत्ते मुनिम् आसने मुनिः चिरन्तनः तावत् अभिन्यवीविशत् ।।,न यावदेतावुदपश्यदुत्थितौ जनस्तुषाराञ्जनपर्वताविव । स्वहस्तदत्ते मुनिमासने मुनिश्चिरन्तनस्तावदभिन्यवीविशत् ।। १५ ।।,15
अन्वयक्रमः -,महामहानीलशिलारुचः कंसकृषः पुरः उच्चकैः विष्टरे निषेदिवान् सः अभिसायं श्रितोदयाद्रेः चन्द्रमसः अभिरामताम् अचूचुरत् ।,canto1,English Translation- ,"Nārada, who sat on a high seat in front of Śrī Kṛṣṇa, who possessed the brilliance of sapphire, was appearing like one who had stolen the brilliance of the moon, which had ascended the Udayāñcala mountain, in the evening.",हिन्दीभावार्थ -,विशाल इन्द्रनीलमणि की-सी कान्तिवाले और कंस का संहार करनेवाले (श्रीकृष्ण) के सम्मुख ऊँचे आसन पर स्थित नारद मुनि ने सायंकाल में (उन्नत) उदयाचल पर आरूढ़ चन्द्रमा की शोभा को चुराया अर्थात् प्राप्त किया ।,पदविभागः -,महामहानीलशिलारुचः पुरो निषेदिवान् कंसकृषः सः विष्टरे । श्रितोदयाद्रेः अभिसायम् उच्चकैः अचूचुरत् चन्द्रमसः अभिरामताम् ।।,महामहानीलशिलारुचः पुरो निषेदिवान् कंसकृषः स विष्टरे । श्रितोदयाद्रेरभिसायमुच्चकैरचूचुरच्चन्द्रमसोऽभिरामताम् ।। १६ ।।,16
अन्वयक्रमः -,यज्वनां प्रियः प्रसेदुषः तस्य अपचितिं विधाय प्रकामम् अप्रीयत । महानुभावाः आर्यान् परिचर्यया मुहुः ग्रहीतुं नितान्तम् अर्थिनः हि (भवन्ति) ।,canto1,English Translation- ,"Lord Śrī Kṛṣṇa, who is favourite of the performers of sacrifices, as per the injunction, offered prayer to the pleasant minded Nārada and was very much pleased. Since, great people wish to influence a lot by serving the adorable ones.",हिन्दीभावार्थ -,विधिवत् यज्ञकर्ताओं के प्रिय (श्रीकृष्ण भगवान्) प्रसन्न हुए नारद मुनि की पूजा कर अत्यन्त प्रसन्न हुए । क्योंकि महात्मा लोग पूज्य जनों को सेवा द्वारा अपने वश में करने के लिए विशेष इच्छुक रहते हैं ।,पदविभागः -,विधाय तस्य अपचितिं प्रसेदुषः प्रकामम् अप्रीयत यज्वनां प्रियः । ग्रहीतुम् आर्यान् परिचर्यया मुहुः महानुभावाः  हि नितान्तम् अर्थिनः ।।,विधाय तस्यापचितिं प्रसेदुषः प्रकाममप्रीयत यज्वनां प्रियः । ग्रहीतुमार्यान्परिचर्यया मुहुर्महानुभावा हि नितान्तमर्थिनः ।। १७ ।।,17
अन्वयक्रमः -,अशेषतीर्थोपहृताः कमण्डलोः पाणौ  निधाय ऋषिणा अभ्युदीरिताः अघौघविध्वंसविधौ पटीयसीः अपः हरिः नतेन मूर्ध्ना ,canto1,English Translation- ,"Śrī Kṛṣṇa had accepted the (sin-dispeller) sacred water with a bowed head sprinkled by Nārada, taken from his kamaṇḍala, which was brought from all the holy places.",हिन्दीभावार्थ -,"समस्त तीर्थों से संगृहीत, नारद मुनि के द्वारा कमण्डलु से (निकाल कर) हाथ में रखकर अभिमंत्रित किये गये तथा पाप-समूह को नष्ट करने में अत्यधिक समर्थ जल को श्रीकृष्ण ने नतमस्तक से ग्रहण किया ।",पदविभागः -,अशेषतीर्थोपहृताः कमण्डलोः निधाय पाणौ ऋषिणा अभ्युदीरिताः । अघौघविध्वंसविधौ पटीयसीः नतेन मूर्ध्ना हरिः अग्रहीत् अपः ।।,अशेषतीर्थोपहृताः कमण्डलोर्निधाय पाणावृषिणाऽभ्युदीरिताः । अघौघविध्वंसविधौ पटीयसीर्नतेन मूर्ध्ना हरिरग्रहीदपः ।। १८ ।।,18
अन्वयक्रमः -,नवाम्बुदश्यामतनुः सः मुनेः अनुज्ञया काञ्चने यत्र न्यविक्षत तत् आसनं तदा जम्बूजनितश्रियः सुमेरुश्रृङ्गस्य श्रियं जिगाय ।,canto1,English Translation- ,"Śrī Kṛṣṇa who was dark in complexion was resembling the new cloud, when sat on the golden seat ordained by Nārada. Then that seat was appearing like, as if it has won over the beauty of the peaks of Sumeru mountain, which was abandoned with the Jāmūn tree.",हिन्दीभावार्थ -,"नवीन मेघ के समान श्याम शरीरवाले वे (श्रीकृष्ण) नारद मुनि की आज्ञा से सुवर्ण के जिस (आसन) पर बैठे, उस आसन ने उस समय जामुन के वृक्ष के द्वारा उत्पन्न की गई शोभावाले सुमेरु पर्वत के शिखर की शोभा को जीत लिया ।",पदविभागः -,सः काञ्चने यत्र मुनेः अनुज्ञया नवाम्बुदश्यामतनुः न्यविक्षत । जिगाय जम्बूजनितश्रियः श्रियं सुमेरुश्रृङ्गस्य तदा तदासनम् ।।,स काञ्चने यत्र मुनेरनुज्ञया नवाम्बुदश्यामतनुर्न्यविक्षत । जिगाय जम्बूजनितश्रियः श्रियं सुमेरुश्रृङ्गस्य तदा तदासनम् ।। १९ ।।,19
अन्वयक्रमः -,तप्तकार्तस्वरभास्वराम्बरः कठोरताराधिपलाञ्छनच्छविः सः वाडवजातवेदसः शिखाभिः आश्लिष्टः अम्भसां निधिः इव विदिद्युते ।,canto1,English Translation- ,"Śrī Kṛṣṇa, who was clothed with bright garment resembling molten gold, was possessed with the brilliance of the beauty of full moon and was appearing like the ocean, which is filled with the flames of oceanic fire.",हिन्दीभावार्थ -,तपे हुए सुवर्ण के समान दीप्यमान वस्त्रवाले (पीताम्बर-धारी और पूर्ण चन्द्र के लाञ्छन के समान कान्तिवाले श्याम वर्ण के (श्रीकृष्ण) वडवाग्नि की ज्वालाओं से व्याप्त समुद्र के समान सुशोभित हुए ।,पदविभागः -,सः तप्तकार्तस्वरभास्वराम्बरः कठोरताराधिपलाञ्छनच्छविः । विदिद्युते वाडवजातवेदसः शिखाभिः आश्लिष्टः इव अम्भसां निधिः ।।,स तप्तकार्तस्वरभास्वराम्बरः कठोरताराधिपलाञ्छनच्छविः । विदिद्युते वाडवजातवेदसः शिखाभिराश्लिष्ट इवाम्भसां निधिः ।। २० ।।,20
अन्वयक्रमः -,रथाङ्गपाणेः रोचिषां पटलेन संवलिताः ऋषित्विषः नक्तं तरोः चलत्पलाशान्तरगोचराः तुषारमूर्तेः अंशवः इव विरेजिरे ।,canto1,English Translation- ,"Nārada's rays of brilliance when united with the collection of splendour of Śrī Kṛṣṇa, was like the moon-rays of the night, which fall through the intervene of the moving leaves.",हिन्दीभावार्थ -,सुदर्शन चक्रधारी (श्रीकृष्ण) के प्रभा-पुञ्ज से मिली हुई मुनि की (शुभ्रवर्ण) छवि-किरणें रात्रि में हिलते हुऐ पत्तों के मध्य से आनेवाली चन्द्र-किरणों की तरह सुशोभित हुई ।,पदविभागः -,रथाङ्गपाणेः पटलेन रोचिषाम् ऋषित्विषः संवलिताः विरेजिरे । चलत्पलाशान्तरगोचराः तरोः तुषारमूर्तेः इव नक्तम् अंशवः ।।,रथाङ्गपाणेः पटलेन रोचिषामृषित्विषः संवलिता विरेजिरे । चलत्पलाशान्तरगोचरास्तरोस्तुषारमूर्तेरिव नक्तमंशवः ।। २१ ।।,21
अन्वयक्रमः -,प्रफुल्लतापिच्छनिभैः सप्तच्छदपांशुपाण्डुभिः शुभैः च  अभीषुभिः परस्परेण च्छुरितामलच्छवी तौ तदा एकवर्णौ इव बभूवतुः ।,canto1,English Translation- ,"The pure beauty of the combination of the one possessed with blue colour like the blossomed Tamāla  flowers and the other splendorous and beautiful like the pollen of Saptacchada, was appearing like a single brilliant object.",हिन्दीभावार्थ -,विकसित तमाल-पुष्प के सदृश (श्याम) तथा सप्तच्छद के पराग के समान शुभ्र और सुमनोहर प्रभा किरणों से एक दूसरे से मिश्रित हुई निर्मल आभावाले वे दोनों (श्रीकृष्ण और नारद) उस समय एकवर्ण की तरह हो गए ।,पदविभागः -,प्रफुल्लतापिच्छनिभैः अभीषुभिः शुभैः च सप्तच्छदपांशुपाण्डुभिः । परस्परेण च्छुरितामलच्छवी तदा एकवर्णौ इव तौ बभूवतुः ।।,प्रफुल्लतापिच्छनिभैरभीषुभिः शुभैश्च सप्तच्छदपांशुपाण्डुभिः । परस्परेण च्छुरितामलच्छवी तदैकवर्णाविव तौ बभूवतुः ।। २२ ।।,22
